alert_id,customer_id,amount,account_age_days,prior_orders,prior_disputes,delivery_status,delivery_proof,device_fingerprint,address_hash,days_since_purchase,complaint_category,complaint_text,persona,ring_archetype,text_contradiction,would_win_if_fought
ALT00658,CUST00798,1270.15,329,15,1,delivered,none,dev_46a56fe8,addr_4cbc9044,20,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,0
ALT00659,CUST00897,3516.19,810,29,0,delivered,none,dev_51ee3cc8,addr_52ffeff5,32,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,0
ALT00660,CUST01169,1012.74,1214,28,0,delivered,otp,dev_397bfdd7,addr_72e89652,8,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,0
ALT00661,CUST00146,2151.12,125,14,1,delivered,otp,dev_99056421,addr_f157f169,39,unauthorised,I did not authorise this transaction on my card. I raised this before and got no response.,opportunist,,False,0
ALT00662,CUST01083,12123.44,337,10,0,in_transit,otp,dev_17dded81,addr_bd21bc11,13,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,0
ALT00663,CUST00029,1507.82,1209,37,1,lost,none,dev_f309106e,addr_44f00717,34,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,0
ALT00664,CUST01617,2338.75,224,48,0,in_transit,otp,dev_19ca9c1b,addr_dca1adcc,14,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT00665,CUST01071,884.34,821,19,1,lost,none,dev_b5502e2b,addr_8d59c34d,7,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,0
ALT00666,CUST00445,3897.72,32,1,1,delivered,signed,dev_6af01106,addr_cac5a4c6,28,unauthorised,I did not authorise this transaction on my card. Reverse this now.,ring,dropship,False,1
ALT00667,CUST00503,1146.1,998,24,0,delivered,none,dev_48bfb602,addr_a06109db,6,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,0
ALT00668,CUST01681,2841.63,410,5,0,delivered,otp,dev_d73d52ba,addr_824723c3,37,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT00669,CUST00958,5189.39,409,23,1,delivered,signed,dev_0219a9c7,addr_17172654,28,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00670,CUST00183,1781.97,1487,44,1,delivered,otp,dev_93cd59bf,addr_328067a1,35,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,1
ALT00671,CUST01574,3567.94,830,30,0,in_transit,otp,dev_9927839b,addr_d1e2b878,21,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,1
ALT00672,CUST00808,2987.58,1379,39,0,delivered,otp,dev_2c6710bd,addr_102f4f5c,16,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00673,CUST01756,5376.98,677,19,1,delivered,none,dev_1d9ddb86,addr_1672380e,20,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,0
ALT00674,CUST00715,1766.97,211,9,2,delivered,otp,dev_4d20d6cf,addr_2f4187bc,4,item_not_received,Nothing was delivered to my address. Please refund the amount. This keeps happening.,opportunist,,False,0
ALT00675,CUST00251,3584.8,895,27,0,delivered,signed,dev_a847bce7,addr_11d059b2,20,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT00676,CUST00423,1943.9,1049,28,0,delivered,none,dev_3a6a22d9,addr_cd40b648,34,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,0
ALT00677,CUST01551,2457.11,759,43,1,delivered,none,dev_a1d8507b,addr_82a4e22e,45,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT00678,CUST00428,869.72,1325,25,1,delivered,otp,dev_3eacdb28,addr_123cf911,1,item_not_received,I have not received this package even after 1 days.,honest,,False,1
ALT00679,CUST00751,649.34,328,21,1,delivered,signed,dev_3be8a5df,addr_ab286d09,6,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT00680,CUST00490,950.81,641,16,1,delivered,otp,dev_0088b13a,addr_8c2b678e,8,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT00681,CUST00504,354.11,1204,25,0,delivered,otp,dev_5c6ebf5a,addr_da92e740,9,item_not_received,I have not received this package even after 9 days.,honest,,False,1
ALT00682,CUST00372,8916.98,390,7,0,delivered,none,dev_850ef0ad,addr_5f5ba255,27,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT00683,CUST00702,5210.05,503,10,0,lost,none,dev_f7e9101d,addr_4c80d33a,34,item_not_received,I have not received this package even after 34 days. The box was torn when I opened it. Kindly help.,honest,,True,0
ALT00684,CUST01398,5087.29,423,7,4,delivered,signed,dev_75566ff1,addr_fb5435ba,45,item_not_received,I have not received this package even after 45 days. This keeps happening.,opportunist,,False,1
ALT00685,CUST01786,1675.54,1177,29,0,in_transit,none,dev_30c9a2be,addr_ad3f5dd4,27,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,0
ALT00686,CUST00254,677.81,62,1,1,in_transit,otp,dev_ab24f74a,addr_1d480843,13,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Refund immediately.,ring,dropship,False,0
ALT00687,CUST00438,545.34,1151,18,1,delivered,signed,dev_9b4e164b,addr_b7e6a14c,28,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT00688,CUST00539,7162.63,754,24,1,delivered,otp,dev_3b048a8b,addr_b8a6171f,34,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT00689,CUST01626,3566.44,319,42,0,delivered,signed,dev_bf7b539b,addr_0ea2622b,3,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT00690,CUST00532,4209.46,787,31,0,delivered,none,dev_c4db5a62,addr_6b9cd71c,39,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT00691,CUST00354,2804.59,707,25,1,delivered,otp,dev_9457f388,addr_014cc3a1,40,item_not_received,I have not received this package even after 40 days.,honest,,False,0
ALT00692,CUST00229,1163.43,1469,28,0,in_transit,otp,dev_d1ad3e51,addr_aee7c7a5,16,duplicate_charge,Duplicate debit of the same amount on the same day. Kindly help.,honest,,False,1
ALT00693,CUST00929,1739.63,931,10,1,delivered,otp,dev_a42d10f5,addr_47263c24,13,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT00694,CUST01650,953.08,983,45,0,delivered,otp,dev_50d3ba03,addr_f49816ad,7,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT00695,CUST00415,864.33,1055,38,1,delivered,signed,dev_a78eb37c,addr_bba8a7e5,34,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT00696,CUST00420,4820.19,683,32,0,delivered,signed,dev_24ef65a7,addr_2cd6e8df,33,unauthorised,I did not authorise this transaction on my card.,honest,,False,1
ALT00697,CUST00581,581.19,1375,19,0,in_transit,none,dev_2cd10b9f,addr_eb6d2fed,17,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,0
ALT00698,CUST00017,958.04,1047,29,0,delivered,otp,dev_85671b58,addr_af70de70,23,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00699,CUST01116,1824.5,481,10,1,delivered,signed,dev_afbffde4,addr_6ad65b8c,11,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,1
ALT00700,CUST01735,2415.28,859,20,1,delivered,none,dev_7d4d2add,addr_6a0aa7d5,40,duplicate_charge,Duplicate debit of the same amount on the same day. Kindly help.,honest,,False,0
ALT00701,CUST00729,1844.38,338,5,4,delivered,signed,dev_363cbc32,addr_b142de87,18,item_not_received,Nothing was delivered to my address. Please refund the amount. It stopped working after two days of use.,opportunist,,True,1
ALT00702,CUST01157,710.58,1295,5,1,delivered,signed,dev_7a211151,addr_5fa72012,16,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,1
ALT00703,CUST00988,7243.08,519,5,1,in_transit,none,dev_4ba99d78,addr_e55ec749,41,item_not_received,I have not received this package even after 41 days. Kindly help.,honest,,False,0
ALT00704,CUST00953,2071.71,825,31,1,delivered,otp,dev_d862042e,addr_a27a2bda,10,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,1
ALT00705,CUST00833,3298.32,588,5,0,delivered,signed,dev_5fcf5c22,addr_be006ccb,32,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00706,CUST00028,2485.76,50,1,1,delivered,none,dev_f53ca48b,addr_6e896265,14,unauthorised,I did not authorise this transaction on my card. Reverse this now.,ring,household,False,0
ALT00707,CUST01696,1734.8,964,49,0,delivered,signed,dev_82c56b21,addr_623ad0fc,34,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00708,CUST00972,3105.76,1123,20,1,delivered,otp,dev_ab0e664e,addr_561e16d1,42,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT00709,CUST01595,5866.46,498,6,1,delivered,otp,dev_f9e38905,addr_3f91c419,16,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,0
ALT00710,CUST00143,1709.97,983,33,1,delivered,signed,dev_602a4e57,addr_8a0f9508,38,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT00711,CUST00952,4167.58,743,30,0,delivered,signed,dev_4ccc9bc2,addr_12922f83,32,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT00712,CUST00053,1217.18,1401,46,0,in_transit,none,dev_19404d24,addr_9e7776ae,30,item_not_received,"Nothing was delivered to my address. Please refund the amount. The size is wrong, I want to send it back.",honest,,True,0
ALT00713,CUST00328,10369.63,1174,41,0,delivered,signed,dev_8c53b74c,addr_4336ffe5,37,unauthorised,"I did not authorise this transaction on my card. The size is wrong, I want to send it back.",honest,,True,1
ALT00714,CUST00291,1092.29,338,7,1,delivered,signed,dev_60971a15,addr_a2ef0f53,21,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,1
ALT00715,CUST01622,14607.51,1028,29,0,delivered,otp,dev_d0e656e5,addr_b69f5eab,36,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT00716,CUST00931,771.13,676,11,1,delivered,signed,dev_47294739,addr_5d65a441,10,item_not_received,I have not received this package even after 10 days.,honest,,False,1
ALT00717,CUST00376,1634.36,581,17,1,delivered,signed,dev_b6646199,addr_0a2d36a6,10,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT00718,CUST01203,3247.07,1438,50,1,delivered,signed,dev_d90949aa,addr_9f8ceda5,43,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT00719,CUST00624,6253.5,548,13,4,in_transit,none,dev_d3c6e5a0,addr_6c99ce56,31,not_as_described,Product does not match the description on your site.,opportunist,,False,0
ALT00720,CUST00426,8776.97,549,16,1,delivered,signed,dev_2263960a,addr_7c89617d,21,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT00721,CUST00963,7635.54,1251,42,1,delivered,otp,dev_04de78f8,addr_938f2b90,20,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT00722,CUST00553,527.15,310,46,1,in_transit,otp,dev_48f9fd0d,addr_6f46a41f,45,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,0
ALT00723,CUST00718,3141.2,1359,16,0,delivered,signed,dev_b2165b5a,addr_40da9c7d,37,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,1
ALT00724,CUST01723,1145.44,1264,26,0,delivered,otp,dev_11654cb3,addr_69479974,26,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT00725,CUST01643,5064.07,1314,15,1,in_transit,otp,dev_a87d21ff,addr_3f9304fa,27,duplicate_charge,Two payments went out for a single purchase. Kindly help.,honest,,False,0
ALT00726,CUST00876,5644.53,1335,24,0,in_transit,none,dev_2260e70f,addr_8da01097,33,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT00727,CUST00949,2856.3,438,13,0,delivered,signed,dev_f23e323d,addr_7e1ca5a1,34,item_not_received,I have not received this package even after 34 days.,honest,,False,1
ALT00728,CUST01046,1402.45,84,2,3,in_transit,none,dev_eab10bcf,addr_9268b5df,43,unauthorised,"Unknown charge from your store, I never placed any order.",ring,household,False,0
ALT00729,CUST01171,866.39,1109,27,1,delivered,signed,dev_ff86cc31,addr_f2a9dc8a,9,unauthorised,I did not authorise this transaction on my card. The box was torn when I opened it.,honest,,True,1
ALT00730,CUST01169,1206.4,1214,28,0,in_transit,none,dev_397bfdd7,addr_72e89652,13,unauthorised,I did not authorise this transaction on my card.,honest,,False,1
ALT00731,CUST00471,1158.42,702,35,1,delivered,signed,dev_2bd7d038,addr_441999b6,29,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT00732,CUST00240,2272.05,534,30,1,delivered,none,dev_b1cbc263,addr_89310697,18,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT00733,CUST01463,5304.99,353,35,1,in_transit,otp,dev_b15516bc,addr_a65bb1f2,11,item_not_received,"Order never arrived. Tracking shows delivered but nothing reached me. The size is wrong, I want to send it back. Kindly help.",honest,,True,0
ALT00734,CUST01520,2421.79,207,44,1,delivered,signed,dev_03200c4e,addr_ceb557ac,1,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT00735,CUST00124,815.08,1374,47,0,delivered,otp,dev_ec1b55dd,addr_0a42be3f,19,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT00736,CUST01215,773.98,369,36,1,delivered,signed,dev_f94d8fcb,addr_eb4d8f42,37,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT00737,CUST00243,3986.82,254,47,1,delivered,signed,dev_6449cb6f,addr_a56b61e0,6,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT00738,CUST01285,11551.39,765,17,0,delivered,signed,dev_f204be89,addr_f8999246,13,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT00739,CUST01378,2396.99,483,37,1,in_transit,otp,dev_1c11f735,addr_a0a04dc4,37,duplicate_charge,Duplicate debit of the same amount on the same day. Kindly help.,honest,,False,0
ALT00740,CUST01265,1237.99,570,27,1,delivered,signed,dev_6c914882,addr_83a5f421,22,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,1
ALT00741,CUST00983,951.38,228,21,0,lost,none,dev_ca0ee8c4,addr_81b13b80,3,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,0
ALT00742,CUST01671,3770.65,1491,19,0,in_transit,none,dev_b509109b,addr_02571851,18,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT00743,CUST00243,8484.07,254,47,1,in_transit,none,dev_6449cb6f,addr_a56b61e0,16,unauthorised,I did not authorise this transaction on my card. Kindly help.,honest,,False,0
ALT00744,CUST01807,1701.45,478,10,0,delivered,signed,dev_2e07336d,addr_8269041a,42,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT00745,CUST00675,1402.73,1372,43,1,delivered,otp,dev_f26d3dd3,addr_4e003d55,20,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT00746,CUST01302,667.76,840,38,1,delivered,otp,dev_82b60c8e,addr_b01c337e,24,item_not_received,I have not received this package even after 24 days.,honest,,False,0
ALT00747,CUST00841,2349.71,86,16,1,delivered,signed,dev_97e1bc36,addr_f8ef32ee,39,duplicate_charge,Duplicate debit of the same amount on the same day. This keeps happening.,opportunist,,False,1
ALT00748,CUST00559,4285.82,1433,37,1,in_transit,none,dev_80051b10,addr_0b990034,10,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT00749,CUST01127,1168.17,424,11,0,delivered,none,dev_2049a289,addr_af374e8c,9,unauthorised,"Unknown charge from your store, I never placed any order. Kindly help.",honest,,False,0
ALT00750,CUST00311,1960.3,94,11,4,lost,none,dev_65f69897,addr_7458d92c,33,not_as_described,Item is not what the listing showed. Quality is poor.,opportunist,,False,0
ALT00751,CUST00800,2674.56,815,10,1,delivered,otp,dev_7b874b4a,addr_a46acc9a,5,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT00752,CUST00665,4031.49,567,9,2,lost,none,dev_c9257285,addr_a30bd3b5,23,not_as_described,"Received the wrong variant, this is not what I ordered. I raised this before and got no response.",opportunist,,False,0
ALT00753,CUST00327,4980.06,347,32,0,lost,none,dev_670a858c,addr_1987e6d0,30,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. The colour is nothing like the photos. Kindly help.,honest,,True,0
ALT00754,CUST00193,1132.19,1407,19,0,lost,none,dev_d73e7bb9,addr_e1b41171,9,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,0
ALT00755,CUST00237,712.27,389,46,1,delivered,none,dev_e6a7a6b0,addr_6c461d48,41,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT00756,CUST00036,463.69,994,40,1,delivered,none,dev_8d536c75,addr_db4bb8eb,3,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT00757,CUST00354,3400.89,707,25,1,delivered,signed,dev_9457f388,addr_014cc3a1,4,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,1
ALT00758,CUST00496,3072.64,1426,40,0,delivered,otp,dev_27afbff9,addr_5dfb1922,12,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,0
ALT00759,CUST01284,18380.57,1140,50,1,delivered,signed,dev_09b2eae6,addr_12c0620c,42,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00760,CUST01506,2367.42,470,12,1,delivered,otp,dev_e09f6e24,addr_93d640cc,17,item_not_received,Nothing was delivered to my address. Please refund the amount.,opportunist,,False,1
ALT00761,CUST00295,2030.31,290,5,1,lost,none,dev_b79ee140,addr_39e9c6ef,15,not_as_described,"Received the wrong variant, this is not what I ordered.",opportunist,,False,0
ALT00762,CUST00219,2771.89,393,34,0,delivered,signed,dev_23c97a1e,addr_030f9be9,32,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT00763,CUST01007,2902.84,58,3,3,in_transit,none,dev_ab24f74a,addr_e6ace778,23,not_as_described,Item is not what the listing showed. Quality is poor. Refund immediately.,ring,dropship,False,0
ALT00764,CUST00839,1903.19,77,2,0,delivered,signed,dev_ca8b6e4c,addr_c2d031ad,7,not_as_described,"Received the wrong variant, this is not what I ordered. Reverse this now.",ring,dropship,False,1
ALT00765,CUST00375,1161.67,382,26,0,delivered,none,dev_5e24038e,addr_da73dae0,27,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT00766,CUST01603,2261.89,916,16,1,delivered,signed,dev_5ac2a176,addr_19f145cc,5,item_not_received,I have not received this package even after 5 days. Kindly help.,honest,,False,1
ALT00767,CUST00905,2191.3,623,31,1,delivered,otp,dev_b20dcb6e,addr_6160a6b4,19,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,0
ALT00768,CUST01184,2161.87,89,2,3,delivered,signed,dev_3f086a9e,addr_243191eb,27,item_not_received,Nothing was delivered to my address. Please refund the amount. Refund immediately.,ring,tight,False,1
ALT00769,CUST01025,4425.34,1145,23,1,delivered,none,dev_9acb394a,addr_df7d0dd7,9,duplicate_charge,Two payments went out for a single purchase.,honest,,False,0
ALT00770,CUST01662,2227.87,1369,37,0,in_transit,otp,dev_40767e21,addr_e272d7ca,20,item_not_received,"Nothing was delivered to my address. Please refund the amount. The size is wrong, I want to send it back. Kindly help.",honest,,True,1
ALT00771,CUST00312,724.11,1462,24,1,lost,none,dev_901bcdef,addr_044251db,22,item_not_received,I have not received this package even after 22 days. Kindly help.,honest,,False,0
ALT00772,CUST01511,1315.42,1363,13,0,in_transit,none,dev_61bba5fb,addr_8dca3908,17,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00773,CUST01351,1883.85,1156,47,0,delivered,otp,dev_a3871e92,addr_52ca9ced,6,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,1
ALT00774,CUST01454,2317.29,1042,24,1,delivered,otp,dev_bd03d33b,addr_301c6abf,6,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT00775,CUST00005,3464.21,273,17,0,in_transit,otp,dev_97cb4585,addr_7d3e5830,28,duplicate_charge,Two payments went out for a single purchase.,honest,,False,1
ALT00776,CUST00690,2332.75,1303,35,1,delivered,otp,dev_6090d697,addr_eecf67d2,33,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT00777,CUST01081,411.93,357,46,0,delivered,otp,dev_81cf3252,addr_e5582e16,2,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT00778,CUST01773,789.78,292,17,1,in_transit,otp,dev_b67333e0,addr_df9107d5,23,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,opportunist,,False,0
ALT00779,CUST00329,3677.32,413,15,0,in_transit,none,dev_8cca8963,addr_81338bdc,13,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,0
ALT00780,CUST00381,1841.94,42,0,1,delivered,signed,dev_a4e60afd,addr_31c034f0,4,unauthorised,I did not authorise this transaction on my card.,ring,dropship,False,1
ALT00781,CUST01017,1992.74,440,19,3,delivered,otp,dev_78dc340b,addr_efaaf791,33,not_as_described,Item is not what the listing showed. Quality is poor.,opportunist,,False,0
ALT00782,CUST01431,7840.97,448,5,3,delivered,otp,dev_e987cfb2,addr_35e0edd6,38,not_as_described,Item is not what the listing showed. Quality is poor.,opportunist,,False,1
ALT00783,CUST01653,1367.72,473,11,1,delivered,none,dev_c714d549,addr_7ca9e68f,31,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,1
ALT00784,CUST01016,1557.3,13,1,2,in_transit,none,dev_a4e60afd,addr_8e8ded45,30,unauthorised,I did not authorise this transaction on my card. Reverse this now.,ring,dropship,False,0
ALT00785,CUST00214,2855.73,385,37,0,in_transit,none,dev_8be15610,addr_64a0053f,10,unauthorised,"Unknown charge from your store, I never placed any order. Kindly help.",honest,,False,1
ALT00786,CUST01263,1294.99,962,47,0,lost,none,dev_e1b4b7ef,addr_10bc94d3,33,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,0
ALT00787,CUST01327,1681.96,189,11,3,delivered,none,dev_7b487db6,addr_4b589ceb,34,not_as_described,Product does not match the description on your site.,opportunist,,False,0
ALT00788,CUST00157,3201.57,1354,24,0,delivered,signed,dev_76c3e642,addr_3ec0a285,34,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00789,CUST00340,1888.92,390,16,2,delivered,otp,dev_aa57c6e4,addr_25f5ed6f,34,unauthorised,I did not authorise this transaction on my card. This keeps happening.,opportunist,,False,0
ALT00790,CUST00464,6075.68,418,45,1,delivered,none,dev_7c8b7f1e,addr_3080bed6,2,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,0
ALT00791,CUST01709,909.25,610,17,1,delivered,none,dev_1e1e5d91,addr_2639e214,38,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT00792,CUST01004,1848.97,580,36,0,in_transit,none,dev_8e0ec033,addr_7d592e19,32,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT00793,CUST00916,1435.05,21,0,3,in_transit,none,dev_ca8b6e4c,addr_7a93ef0e,7,unauthorised,I did not authorise this transaction on my card. Refund immediately.,ring,dropship,False,0
ALT00794,CUST01120,816.16,901,36,1,delivered,otp,dev_c0079336,addr_cfdfc6f9,23,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT00795,CUST00030,4660.36,1359,8,0,in_transit,otp,dev_65c227c0,addr_f8b6bdee,42,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00796,CUST00436,4221.17,1277,41,0,in_transit,none,dev_13ab7d2c,addr_c4ac41b5,11,duplicate_charge,Two payments went out for a single purchase. Kindly help.,honest,,False,0
ALT00797,CUST00077,1583.15,1253,46,1,in_transit,none,dev_3625fc20,addr_2fd90ce1,43,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT00798,CUST01734,2180.01,1124,9,0,delivered,signed,dev_4b7f2183,addr_51976e75,25,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT00799,CUST00730,2422.41,904,18,1,delivered,otp,dev_2477f047,addr_2f1a25a8,37,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,1
ALT00800,CUST01797,853.34,270,44,0,lost,none,dev_a5b40983,addr_7fb75c57,4,item_not_received,I have not received this package even after 4 days.,honest,,False,1
ALT00801,CUST00795,948.62,1257,39,0,delivered,otp,dev_436ae2bb,addr_498bcf67,13,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00802,CUST01737,2151.03,1182,32,0,delivered,otp,dev_401ad5cd,addr_1b9b71f0,35,item_not_received,I have not received this package even after 35 days. Kindly help.,honest,,False,1
ALT00803,CUST01751,801.03,270,15,2,delivered,signed,dev_a8f0e3e0,addr_e84e9da0,20,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,opportunist,,False,1
ALT00804,CUST00647,2134.37,1038,45,1,in_transit,none,dev_6a1d9731,addr_8e49d0f9,7,item_not_received,I have not received this package even after 7 days.,honest,,False,0
ALT00805,CUST01473,311.91,810,48,1,in_transit,otp,dev_243113fd,addr_0ab1a504,36,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT00806,CUST00827,1512.92,831,30,1,in_transit,none,dev_a939ebd1,addr_8b4bd7e7,43,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,0
ALT00807,CUST01126,2813.42,77,1,3,delivered,signed,dev_cd03a402,addr_6e896265,8,item_not_received,I have not received this package even after 8 days. Refund immediately.,ring,household,False,0
ALT00808,CUST00531,2633.4,536,21,1,in_transit,none,dev_ded255d0,addr_cde22f1c,33,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,0
ALT00809,CUST00967,5831.2,321,6,0,delivered,signed,dev_eacf33a9,addr_c63ce21d,8,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,1
ALT00810,CUST00674,851.76,1172,38,1,in_transit,none,dev_c190b0cf,addr_16a48bfa,38,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,0
ALT00811,CUST00699,2048.59,229,6,3,delivered,signed,dev_461aef63,addr_47543604,41,unauthorised,I did not authorise this transaction on my card. The colour is nothing like the photos. This keeps happening.,opportunist,,True,0
ALT00812,CUST00785,4832.64,843,46,1,delivered,signed,dev_1d0af7f7,addr_bc55300b,24,item_not_received,I have not received this package even after 24 days.,honest,,False,1
ALT00813,CUST00289,2793.53,715,17,0,delivered,signed,dev_178976de,addr_d5e0a664,30,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00814,CUST00786,4357.15,848,41,0,in_transit,none,dev_70de13fc,addr_5ea2d56b,31,unauthorised,"This charge is not mine, my card was used without permission. Kindly help.",honest,,False,1
ALT00815,CUST01480,802.24,1492,45,1,in_transit,otp,dev_58e0058f,addr_8a27b0b0,14,item_not_received,I have not received this package even after 14 days. The colour is nothing like the photos. Kindly help.,honest,,True,0
ALT00816,CUST00032,2329.21,1032,7,1,in_transit,none,dev_ddcf5003,addr_f0c44ecb,19,duplicate_charge,Two payments went out for a single purchase. Kindly help.,honest,,False,0
